seed,n_sources,cleared,ratio,avg_locate_clear_s,virtual_total_s,n_measure,n_clear,n_clear_miss,wall_s,error
887,13,13,1.0,519.624,6755.112,311,27,14,0.2563,
888,10,10,1.0,702.46,7024.596,352,15,5,0.396,
889,15,15,1.0,448.542,6728.129,283,16,1,0.2478,
890,10,10,1.0,861.856,8618.56,371,70,60,0.4278,
891,15,15,1.0,513.7,7705.501,274,47,32,0.3003,
892,11,11,1.0,641.469,7056.157,344,35,24,0.463,
893,14,14,1.0,541.417,7579.844,310,32,18,0.3967,
894,13,13,1.0,600.09,7801.172,317,27,14,0.4158,
895,15,15,1.0,465.615,6984.226,269,21,6,0.2985,
896,11,11,1.0,680.13,7481.428,359,25,14,0.4308,
897,10,10,1.0,714.219,7142.189,385,11,1,0.4394,
898,13,13,1.0,569.174,7399.262,338,25,12,0.3962,
899,16,16,1.0,423.375,6774.002,254,21,5,0.3105,
900,14,14,1.0,511.197,7156.757,267,20,6,0.43,
901,13,13,1.0,568.626,7392.132,313,30,17,0.5277,
902,12,12,1.0,595.517,7146.198,310,22,10,0.4291,
903,10,10,1.0,703.227,7032.272,343,19,9,0.4618,
904,15,15,1.0,498.583,7478.746,260,24,9,0.306,
905,15,15,1.0,456.52,6847.795,291,31,16,0.3521,
906,10,10,1.0,624.867,6248.671,338,13,3,0.4166,
907,15,15,1.0,491.165,7367.477,286,29,14,0.2223,
908,15,15,1.0,511.891,7678.359,284,38,23,0.2379,
909,11,11,1.0,683.859,7522.449,364,29,18,0.3494,
910,14,14,1.0,536.021,7504.289,294,29,15,0.3228,
911,13,13,1.0,558.63,7262.189,289,15,2,0.3795,
912,14,14,1.0,495.438,6936.135,315,14,0,0.3979,
913,10,10,1.0,703.903,7039.032,366,20,10,0.4527,
914,10,10,1.0,692.617,6926.172,355,17,7,0.4303,
915,11,11,1.0,653.027,7183.297,336,15,4,0.3819,
916,15,15,1.0,490.04,7350.601,295,30,15,0.3045,
917,16,16,1.0,444.177,7106.826,305,37,21,0.3196,
918,16,16,1.0,473.696,7579.142,292,18,2,0.2592,
919,15,15,1.0,510.497,7657.449,344,46,31,0.2799,
920,14,14,1.0,504.24,7059.364,291,34,20,0.2897,
921,12,12,1.0,574.292,6891.505,320,21,9,0.3505,
922,10,10,1.0,751.438,7514.377,344,20,10,0.363,
923,16,16,1.0,473.724,7579.581,249,28,12,0.2541,
924,14,14,1.0,534.063,7476.881,327,25,11,0.288,
925,10,10,1.0,702.159,7021.59,367,17,7,0.3845,
926,15,15,1.0,496.324,7444.854,284,23,8,0.2906,
927,15,15,1.0,432.381,6485.714,267,26,11,0.3141,
928,12,12,1.0,604.637,7255.638,325,16,4,0.4658,
