seed,n_sources,cleared,ratio,avg_locate_clear_s,virtual_total_s,n_measure,n_clear,n_clear_miss,wall_s,error
407,15,15,1.0,538.272,8074.082,288,49,34,0.4243,
408,16,16,1.0,472.818,7565.09,250,28,12,0.3019,
409,16,16,1.0,463.207,7411.315,275,32,16,0.2248,
410,11,11,1.0,706.048,7766.528,326,35,24,0.5368,
411,11,11,1.0,674.953,7424.483,333,16,5,0.4468,
412,12,12,1.0,737.5,8849.999,312,27,15,0.4198,
413,16,16,1.0,474.181,7586.893,258,20,4,0.2725,
414,13,13,1.0,581.97,7565.616,319,20,7,0.3745,
415,16,16,1.0,483.141,7730.258,235,27,11,0.3495,
416,12,12,1.0,669.824,8037.891,376,38,26,0.6953,
417,14,14,1.0,553.719,7752.071,263,29,15,0.2899,
418,12,12,1.0,642.044,7704.523,303,21,9,0.4099,
419,14,14,1.0,538.373,7537.226,281,34,20,0.3525,
420,10,10,1.0,723.367,7233.667,338,16,6,0.5562,
421,15,15,1.0,498.878,7483.174,263,37,22,0.3048,
422,13,13,1.0,585.732,7614.513,288,18,5,0.6554,
423,12,12,1.0,626.791,7521.489,317,30,18,0.4232,
424,14,14,1.0,523.044,7322.622,288,19,5,0.377,
425,13,13,1.0,580.039,7540.505,322,23,10,0.4569,
426,11,11,1.0,675.561,7431.172,345,20,9,0.5655,
427,11,11,1.0,592.531,6517.841,320,14,3,0.5817,
428,12,12,1.0,593.731,7124.766,331,19,7,0.5042,
429,14,14,1.0,648.933,9085.055,348,90,76,0.4086,
430,12,12,1.0,614.935,7379.215,356,25,13,0.361,
431,12,12,1.0,645.268,7743.221,345,24,12,0.3736,
432,14,14,1.0,548.421,7677.896,294,23,9,0.3719,
433,11,11,1.0,625.377,6879.143,308,17,6,0.4283,
434,12,12,1.0,629.264,7551.166,297,26,14,0.4486,
435,16,16,1.0,474.977,7599.629,224,21,5,0.2586,
436,13,13,1.0,556.362,7232.705,342,24,11,0.4322,
437,14,14,1.0,523.093,7323.296,311,27,13,0.3393,
438,11,11,1.0,712.104,7833.143,323,24,13,0.4209,
439,13,13,1.0,574.541,7469.028,347,29,16,0.351,
440,10,10,1.0,789.147,7891.467,391,36,26,0.4958,
441,11,11,1.0,631.4,6945.4,314,17,6,0.4566,
442,12,12,1.0,627.686,7532.234,296,25,13,0.347,
443,16,16,1.0,462.307,7396.906,264,22,6,0.2633,
444,12,12,1.0,606.399,7276.789,277,17,5,0.357,
445,14,14,1.0,520.195,7282.736,249,23,9,0.3345,
446,16,16,1.0,465.614,7449.823,253,31,15,0.294,
447,13,13,1.0,576.677,7496.804,309,29,16,0.392,
448,12,12,1.0,627.697,7532.359,319,25,13,0.468,
449,11,11,1.0,736.949,8106.444,332,22,11,0.4838,
450,10,10,1.0,754.345,7543.448,311,22,12,0.4538,
